fecha,canal,categoria,modelo,real,prediccion,error,error_abs
2025-08-16,Miravia,Belleza,MLP Neural Network,2.0,2.8241801776660718,-0.8241801776660718,0.8241801776660718
2025-08-16,Amazon,Outlet,MLP Neural Network,3.0,3.187239768615566,-0.1872397686155658,0.1872397686155658
2025-08-16,Miravia,Calzado,MLP Neural Network,5.0,3.6326087809264718,1.3673912190735282,1.3673912190735282
2025-08-16,Shein,Calzado,MLP Neural Network,9.0,9.221400500749194,-0.22140050074919415,0.22140050074919415
2025-08-16,Web Propia,Calzado,MLP Neural Network,7.0,7.771016328860394,-0.7710163288603944,0.7710163288603944
2025-08-16,Miravia,Accesorios,MLP Neural Network,8.0,7.26016425305822,0.7398357469417798,0.7398357469417798
2025-08-16,Shein,Outlet,MLP Neural Network,7.0,5.235414605290884,1.7645853947091164,1.7645853947091164
2025-08-16,Shein,Belleza,MLP Neural Network,4.0,4.073799281655332,-0.07379928165533212,0.07379928165533212
2025-08-16,Amazon,Infantil,MLP Neural Network,1.0,1.6195940877153177,-0.6195940877153177,0.6195940877153177
2025-08-16,Amazon,Electronica,MLP Neural Network,9.0,9.835320213124943,-0.8353202131249429,0.8353202131249429
2025-08-16,Shein,Moda Mujer,MLP Neural Network,5.0,5.374053596793618,-0.37405359679361805,0.37405359679361805
2025-08-16,Amazon,Hogar,MLP Neural Network,2.0,1.9104358856860144,0.08956411431398559,0.08956411431398559
2025-08-16,Amazon,Moda Mujer,MLP Neural Network,4.0,3.38668784455297,0.61331215544703,0.61331215544703
2025-08-16,Miravia,Moda Hombre,MLP Neural Network,9.0,8.526017144772366,0.47398285522763395,0.47398285522763395
2025-08-16,Shein,Hogar,MLP Neural Network,5.0,4.670483176844231,0.32951682315576925,0.32951682315576925
2025-08-16,Web Propia,Moda Hombre,MLP Neural Network,8.0,6.800086608985932,1.1999133910140678,1.1999133910140678
2025-08-16,Web Propia,Moda Mujer,MLP Neural Network,4.0,3.9289050193274377,0.07109498067256226,0.07109498067256226
2025-08-16,Web Propia,Accesorios,MLP Neural Network,5.0,6.712911674177336,-1.7129116741773363,1.7129116741773363
2025-08-16,Amazon,Calzado,MLP Neural Network,6.0,7.21744396094347,-1.21744396094347,1.21744396094347
2025-08-17,Web Propia,Moda Hombre,MLP Neural Network,6.0,6.289209000580216,-0.28920900058021637,0.28920900058021637
2025-08-17,Web Propia,Outlet,MLP Neural Network,4.0,5.508914268728722,-1.5089142687287218,1.5089142687287218
2025-08-17,Web Propia,Belleza,MLP Neural Network,4.0,3.589701367330448,0.4102986326695519,0.4102986326695519
2025-08-17,Amazon,Moda Mujer,MLP Neural Network,4.0,4.2228893696891365,-0.22288936968913653,0.22288936968913653
2025-08-17,Shein,Deporte,MLP Neural Network,2.0,2.430968522400318,-0.43096852240031813,0.43096852240031813
2025-08-17,Shein,Calzado,MLP Neural Network,9.0,10.048655216862162,-1.0486552168621621,1.0486552168621621
2025-08-17,Amazon,Moda Hombre,MLP Neural Network,5.0,5.438603880782512,-0.43860388078251233,0.43860388078251233
2025-08-17,Amazon,Deporte,MLP Neural Network,3.0,3.3142430770654596,-0.3142430770654596,0.3142430770654596
2025-08-17,Web Propia,Calzado,MLP Neural Network,8.0,8.790789405770393,-0.7907894057703935,0.7907894057703935
2025-08-17,Amazon,Belleza,MLP Neural Network,4.0,3.898524636353601,0.10147536364639897,0.10147536364639897
2025-08-17,Web Propia,Accesorios,MLP Neural Network,6.0,5.757646473691638,0.24235352630836182,0.24235352630836182
2025-08-17,Miravia,Moda Mujer,MLP Neural Network,4.0,4.320250360667265,-0.32025036066726464,0.32025036066726464
2025-08-17,Shein,Outlet,MLP Neural Network,4.0,6.528311286933969,-2.5283112869339686,2.5283112869339686
2025-08-17,Miravia,Calzado,MLP Neural Network,5.0,5.004600393331851,-0.004600393331850583,0.004600393331850583
2025-08-17,Shein,Belleza,MLP Neural Network,3.0,3.4879763018715457,-0.4879763018715457,0.4879763018715457
2025-08-17,Shein,Infantil,MLP Neural Network,2.0,2.35055405643093,-0.35055405643092996,0.35055405643092996
2025-08-17,Web Propia,Moda Mujer,MLP Neural Network,4.0,4.807572528108605,-0.8075725281086052,0.8075725281086052
2025-08-17,Web Propia,Electronica,MLP Neural Network,2.0,2.0211878815173647,-0.021187881517364726,0.021187881517364726
2025-08-17,Amazon,Electronica,MLP Neural Network,9.0,9.436687463173644,-0.4366874631736444,0.4366874631736444
2025-08-17,Miravia,Belleza,MLP Neural Network,3.0,3.1985961234114875,-0.19859612341148747,0.19859612341148747
2025-08-17,Shein,Accesorios,MLP Neural Network,4.0,4.261316276817116,-0.2613162768171158,0.2613162768171158
2025-08-17,Shein,Moda Hombre,MLP Neural Network,2.0,2.7730315724108707,-0.7730315724108707,0.7730315724108707
2025-08-17,Web Propia,Infantil,MLP Neural Network,1.0,1.5342426642849962,-0.5342426642849962,0.5342426642849962
2025-08-17,Web Propia,Deporte,MLP Neural Network,2.0,1.8925433082959058,0.10745669170409422,0.10745669170409422
2025-08-17,Amazon,Calzado,MLP Neural Network,10.0,9.96089078499822,0.039109215001779774,0.039109215001779774
2025-08-17,Miravia,Accesorios,MLP Neural Network,6.0,6.3653916189892055,-0.36539161898920547,0.36539161898920547
2025-08-17,Miravia,Hogar,MLP Neural Network,6.0,6.620139678714786,-0.6201396787147857,0.6201396787147857
2025-08-17,Miravia,Electronica,MLP Neural Network,3.0,3.3544895017273517,-0.3544895017273517,0.3544895017273517
2025-08-17,Amazon,Infantil,MLP Neural Network,1.0,1.293225613190411,-0.29322561319041096,0.29322561319041096
2025-08-17,Amazon,Accesorios,MLP Neural Network,1.0,1.2808063740424303,-0.28080637404243025,0.28080637404243025
2025-08-17,Amazon,Outlet,MLP Neural Network,3.0,3.1428219042925156,-0.14282190429251562,0.14282190429251562
2025-08-17,Miravia,Moda Hombre,MLP Neural Network,9.0,8.863440187201878,0.13655981279812224,0.13655981279812224
2025-08-17,Shein,Electronica,MLP Neural Network,1.0,1.1298775519632183,-0.12987755196321826,0.12987755196321826
2025-08-17,Miravia,Deporte,MLP Neural Network,1.0,1.7894662850674896,-0.7894662850674896,0.7894662850674896
2025-08-17,Shein,Moda Mujer,MLP Neural Network,3.0,4.417239173913109,-1.4172391739131092,1.4172391739131092
2025-08-17,Shein,Hogar,MLP Neural Network,7.0,6.544044739624695,0.45595526037530476,0.45595526037530476
2025-08-18,Miravia,Calzado,MLP Neural Network,5.0,4.9255473747922895,0.07445262520771045,0.07445262520771045
2025-08-18,Shein,Infantil,MLP Neural Network,3.0,2.252514672295359,0.7474853277046409,0.7474853277046409
2025-08-18,Web Propia,Electronica,MLP Neural Network,2.0,2.04591340363548,-0.0459134036354798,0.0459134036354798
2025-08-18,Amazon,Calzado,MLP Neural Network,10.0,9.132451443660104,0.8675485563398961,0.8675485563398961
2025-08-18,Shein,Hogar,MLP Neural Network,6.0,6.661939408435339,-0.6619394084353392,0.6619394084353392
2025-08-18,Miravia,Hogar,MLP Neural Network,7.0,6.825511175546978,0.1744888244530216,0.1744888244530216
2025-08-18,Shein,Accesorios,MLP Neural Network,4.0,3.845456747688845,0.15454325231115495,0.15454325231115495
2025-08-18,Amazon,Infantil,MLP Neural Network,1.0,1.130725225863492,-0.1307252258634919,0.1307252258634919
2025-08-18,Shein,Moda Mujer,MLP Neural Network,3.0,3.301038988627021,-0.30103898862702083,0.30103898862702083
2025-08-18,Shein,Belleza,MLP Neural Network,3.0,3.3238074724256363,-0.32380747242563634,0.32380747242563634
2025-08-18,Web Propia,Moda Hombre,MLP Neural Network,6.0,5.082705542686811,0.9172944573131891,0.9172944573131891
2025-08-18,Shein,Electronica,MLP Neural Network,1.0,1.319477565653219,-0.31947756565321894,0.31947756565321894
2025-08-18,Miravia,Moda Hombre,MLP Neural Network,9.0,10.865545065414858,-1.8655450654148584,1.8655450654148584
2025-08-18,Web Propia,Accesorios,MLP Neural Network,4.0,5.689985915099727,-1.6899859150997267,1.6899859150997267
2025-08-18,Amazon,Belleza,MLP Neural Network,1.0,4.850127277359467,-3.8501272773594666,3.8501272773594666
2025-08-18,Amazon,Electronica,MLP Neural Network,9.0,10.797610815908497,-1.797610815908497,1.797610815908497
2025-08-18,Web Propia,Moda Mujer,MLP Neural Network,4.0,3.7595765465090216,0.24042345349097838,0.24042345349097838
2025-08-18,Amazon,Moda Mujer,MLP Neural Network,4.0,4.2581169961034755,-0.2581169961034755,0.2581169961034755
2025-08-18,Shein,Outlet,MLP Neural Network,4.0,3.452906835048475,0.5470931649515252,0.5470931649515252
2025-08-18,Miravia,Belleza,MLP Neural Network,4.0,4.164790745664105,-0.16479074566410468,0.16479074566410468
2025-08-18,Web Propia,Infantil,MLP Neural Network,1.0,0.9671605222029679,0.03283947779703211,0.03283947779703211
2025-08-18,Shein,Calzado,MLP Neural Network,8.0,7.609377655145157,0.39062234485484293,0.39062234485484293
2025-08-18,Shein,Moda Hombre,MLP Neural Network,3.0,3.7372427508128085,-0.7372427508128085,0.7372427508128085
2025-08-18,Amazon,Deporte,MLP Neural Network,3.0,3.265536639850708,-0.26553663985070797,0.26553663985070797
2025-08-18,Web Propia,Deporte,MLP Neural Network,2.0,2.099839011703042,-0.09983901170304188,0.09983901170304188
2025-08-18,Amazon,Outlet,MLP Neural Network,2.0,4.309241048302787,-2.3092410483027868,2.3092410483027868
2025-08-18,Web Propia,Outlet,MLP Neural Network,6.0,4.745312464953788,1.2546875350462123,1.2546875350462123
2025-08-18,Miravia,Deporte,MLP Neural Network,1.0,1.7271507081860002,-0.7271507081860002,0.7271507081860002
2025-08-18,Amazon,Accesorios,MLP Neural Network,2.0,1.992618990047264,0.007381009952736051,0.007381009952736051
2025-08-18,Shein,Deporte,MLP Neural Network,2.0,2.866163648994522,-0.8661636489945219,0.8661636489945219
2025-08-18,Amazon,Moda Hombre,MLP Neural Network,6.0,5.483810809610095,0.5161891903899054,0.5161891903899054
2025-08-18,Miravia,Accesorios,MLP Neural Network,6.0,5.979453039877637,0.020546960122363345,0.020546960122363345
2025-08-18,Web Propia,Belleza,MLP Neural Network,3.0,3.9053558465432188,-0.9053558465432188,0.9053558465432188
2025-08-18,Miravia,Electronica,MLP Neural Network,3.0,2.782304308942613,0.21769569105738684,0.21769569105738684
2025-08-18,Miravia,Moda Mujer,MLP Neural Network,3.0,2.9089952738495346,0.0910047261504654,0.0910047261504654
2025-08-18,Web Propia,Calzado,MLP Neural Network,8.0,7.92677091112482,0.07322908887517965,0.07322908887517965
2025-08-19,Amazon,Electronica,MLP Neural Network,9.0,9.417129806841544,-0.4171298068415439,0.4171298068415439
2025-08-19,Shein,Belleza,MLP Neural Network,3.0,2.8249352400717966,0.17506475992820336,0.17506475992820336
2025-08-19,Shein,Moda Mujer,MLP Neural Network,3.0,2.8550775324120488,0.14492246758795124,0.14492246758795124
2025-08-19,Miravia,Electronica,MLP Neural Network,3.0,2.8814276786619564,0.11857232133804363,0.11857232133804363
2025-08-19,Amazon,Belleza,MLP Neural Network,2.0,2.927546503065503,-0.927546503065503,0.927546503065503
2025-08-19,Shein,Calzado,MLP Neural Network,6.0,6.2501083710097545,-0.25010837100975447,0.25010837100975447
2025-08-19,Shein,Deporte,MLP Neural Network,2.0,2.012432732172398,-0.01243273217239782,0.01243273217239782
2025-08-19,Shein,Outlet,MLP Neural Network,4.0,3.9176159178938286,0.08238408210617143,0.08238408210617143
2025-08-19,Web Propia,Deporte,MLP Neural Network,2.0,1.8827178858238065,0.1172821141761935,0.1172821141761935
2025-08-19,Amazon,Moda Mujer,MLP Neural Network,4.0,4.071887906980348,-0.07188790698034797,0.07188790698034797
2025-08-19,Web Propia,Calzado,MLP Neural Network,9.0,9.102251758312255,-0.10225175831225464,0.10225175831225464
2025-08-19,Amazon,Infantil,MLP Neural Network,3.0,1.2979108361828573,1.7020891638171427,1.7020891638171427
2025-08-19,Web Propia,Belleza,MLP Neural Network,3.0,3.4706702751980516,-0.4706702751980516,0.4706702751980516
2025-08-19,Miravia,Calzado,MLP Neural Network,7.0,6.385572150200918,0.6144278497990818,0.6144278497990818
2025-08-19,Web Propia,Moda Mujer,MLP Neural Network,4.0,3.8688628899129145,0.1311371100870855,0.1311371100870855
2025-08-19,Miravia,Deporte,MLP Neural Network,1.0,1.9930592933801816,-0.9930592933801816,0.9930592933801816
2025-08-19,Amazon,Outlet,MLP Neural Network,2.0,2.9415804097057516,-0.9415804097057516,0.9415804097057516
2025-08-19,Web Propia,Accesorios,MLP Neural Network,4.0,4.4746012002199365,-0.47460120021993646,0.47460120021993646
2025-08-19,Amazon,Moda Hombre,MLP Neural Network,6.0,5.7557401101836945,0.24425988981630553,0.24425988981630553
